Muestra,Dato__1,Dato__2,Dato__3,Dato__4,Dato__5,Dato__6,Dato__7,Dato__8,Dato__9,Dato__10,Dato__11,Dato__12,Dato__13,Dato__14,Dato__15,Dato__16,Dato__17,Dato__18,Dato__19,Dato__20,Dato__21,Dato__22,Dato__23,Dato__24,Dato__25,Dato__26,Dato__27,Dato__28,Dato__29,Dato__30
Muestra__1020,34,32,40,46,26,33,32,29,39,27,26,22,35,31,46,33,34,30,32,50,34,25,35,39,40,30,31,34,33,23
Muestra__1021,65,48,32,31,25,27,31,25,23,40,28,47,29,27,40,65,33,NA,31,26,27,34,42,34,45,34,58,34,28,29
Muestra__1022,33,54,60,52,34,48,27,45,31,32,35,NA,31,46,26,27,44,29,43,26,36,31,34,35,29,30,40,27,28,33
Muestra__1023,39,40,31,65,32,45,26,27,29,27,19,26,31,34,31,37,27,33,40,28,34,45,33,25,50,29,22,37,28,35
Muestra__1024,24,31,37,45,35,33,31,34,58,26,26,22,33,32,55,38,35,24,26,31,36,50,38,42,40,36,31,47,28,42
Muestra__1025,44,28,35,48,34,30,29,26,40,49,25,36,52,38,28,33,35,42,55,25,43,31,37,23,44,27,34,37,26,46
Muestra__1026,65,39,32,54,27,29,24,34,26,36,35,38,28,37,19,27,26,36,32,30,31,40,42,27,25,37,39,30,31,45
Muestra__1027,36,31,30,30,55,34,50,31,27,31,28,36,33,63,35,58,52,24,34,27,46,27,37,50,40,22,29,33,34,33
Muestra__1028,33,50,29,44,58,25,31,29,24,45,43,25,35,24,32,31,29,42,36,30,58,27,47,22,46,25,24,34,43,28
Muestra__1029,40,34,32,33,36,32,23,27,25,30,30,19,NA,33,39,34,40,38,26,40,33,35,39,45,40,49,40,40,29,45
Muestra__1030,40,63,28,35,58,NA,33,34,55,38,28,27,37,25,31,37,34,35,55,48,24,32,40,47,31,26,60,33,54,32
Muestra__1031,46,34,34,42,24,42,24,33,31,55,31,44,27,31,26,25,34,63,45,32,27,37,35,32,35,24,22,24,55,52
Muestra__1032,34,32,32,40,33,32,35,45,48,40,40,31,27,24,55,42,25,26,34,44,23,31,27,33,49,34,35,35,31,37
Muestra__1033,39,35,54,29,38,31,35,44,26,NA,58,35,29,33,37,58,49,33,32,45,27,52,42,34,28,22,33,38,25,26
Muestra__1034,47,27,24,22,44,26,35,43,35,26,34,29,58,30,42,23,34,33,34,44,33,36,44,30,29,46,45,24,42,31
Muestra__1035,35,34,27,30,58,28,46,58,27,35,33,55,36,38,19,44,35,39,40,48,45,53,63,36,46,40,52,29,33,27
Muestra__1036,39,26,55,44,38,29,27,28,45,48,29,25,38,34,36,50,40,NA,42,50,24,34,32,NA,26,37,34,39,46,46
Muestra__1037,37,26,32,24,65,38,31,25,40,27,35,26,31,32,34,24,33,27,48,31,34,37,24,29,58,45,35,30,NA,34
Muestra__1038,26,24,46,31,28,45,26,27,46,40,27,27,29,40,31,34,58,30,53,35,55,60,37,47,34,42,26,55,42,29
Muestra__1039,31,43,55,50,25,31,34,45,22,34,37,44,40,58,49,40,36,65,37,33,34,34,65,32,46,42,29,40,27,52
Muestra__1040,22,32,42,36,22,26,35,46,33,38,48,32,37,31,33,52,26,46,39,31,22,29,40,36,30,34,52,25,34,49
Muestra__1041,34,40,31,NA,40,46,27,35,38,24,26,35,37,58,24,31,65,46,25,38,52,29,28,27,32,30,44,24,35,63
Muestra__1042,38,37,27,27,32,40,43,49,53,39,46,46,46,63,30,26,33,27,26,31,28,38,48,35,35,24,27,33,25,31
Muestra__1043,35,33,33,35,22,36,34,31,33,58,44,43,32,43,40,48,31,31,22,29,26,25,40,32,46,23,24,44,47,46
Muestra__1044,34,34,55,33,28,38,44,31,44,33,22,39,26,42,43,50,46,27,32,40,37,31,25,25,34,34,52,58,55,28
Muestra__1045,31,26,36,43,25,42,40,54,31,33,63,22,32,32,40,37,34,34,29,27,27,50,49,31,24,48,53,22,30,35
Muestra__1046,49,46,45,27,65,39,29,29,40,60,34,42,31,28,40,33,31,23,43,26,32,33,24,26,34,40,44,55,27,35
Muestra__1047,26,35,36,48,34,36,27,39,42,46,NA,27,34,31,27,46,58,44,33,47,43,29,40,24,55,32,63,26,24,27
Muestra__1048,40,28,28,28,34,54,24,29,40,32,53,32,31,29,25,40,32,35,NA,34,31,33,27,46,24,31,52,55,39,23
Muestra__1049,36,31,34,NA,37,45,45,40,42,27,NA,22,30,63,35,46,33,22,24,55,36,32,33,44,26,35,25,28,31,40
Muestra__1050,33,34,45,37,36,34,27,26,46,35,44,55,40,34,22,27,38,35,31,25,33,52,34,26,63,25,35,35,33,25
Muestra__1051,36,40,32,31,55,40,35,30,45,47,30,25,38,31,32,34,35,22,28,40,22,29,36,45,34,26,63,29,44,46
Muestra__1052,25,35,45,44,31,34,45,34,60,33,65,27,48,35,34,33,25,40,31,47,52,30,25,32,39,39,36,22,31,30
Muestra__1053,25,46,37,50,42,31,40,22,37,28,50,42,26,25,34,46,25,24,35,45,40,44,29,32,29,58,35,30,33,38
Muestra__1054,47,39,33,48,28,35,25,34,26,NA,46,45,35,32,40,49,46,43,44,31,38,37,32,26,58,43,31,22,24,27
Muestra__1055,33,31,22,31,28,19,65,29,50,34,34,43,29,31,55,34,54,32,33,28,24,29,29,40,52,31,52,30,37,31
Muestra__1056,46,45,27,43,31,40,24,42,24,60,35,35,31,35,22,27,34,28,31,40,58,33,34,50,32,34,35,30,42,32
Muestra__1057,63,27,24,NA,32,29,31,34,46,46,43,40,58,26,34,26,46,54,48,33,33,45,55,34,43,31,40,60,52,45
Muestra__1058,27,40,44,60,23,40,33,34,42,30,27,35,48,33,36,28,36,37,35,37,32,24,38,46,NA,45,28,35,42,55
Muestra__1059,27,35,34,34,29,42,26,22,55,24,25,38,25,65,38,35,46,40,52,33,48,32,45,40,31,28,45,26,40,46
Muestra__1060,32,55,50,34,31,36,19,39,26,37,65,33,32,31,35,42,35,43,35,40,22,32,46,25,46,39,33,50,36,32
Muestra__1061,31,60,36,26,25,19,33,28,40,28,46,24,39,37,40,33,NA,26,46,29,43,49,31,35,32,65,NA,30,45,39
Muestra__1062,31,31,24,26,39,50,25,46,42,49,31,35,63,31,55,34,30,22,34,27,27,44,31,52,28,35,29,40,32,27
Muestra__1063,27,58,26,38,24,28,34,43,37,28,54,42,55,55,22,22,35,34,48,38,24,48,35,31,35,27,22,31,32,39
Muestra__1064,39,27,34,46,33,38,34,37,43,31,22,47,44,22,45,42,36,27,35,37,65,46,34,33,40,65,NA,33,40,42
Muestra__1065,37,29,36,48,34,31,45,26,31,34,NA,32,24,63,58,27,28,43,47,31,34,32,NA,38,40,42,44,27,30,36
Muestra__1066,24,27,33,40,52,65,33,34,65,27,31,27,29,42,45,58,33,46,43,46,25,35,22,28,32,34,38,40,32,47
Muestra__1067,52,33,37,38,27,33,37,58,32,35,29,40,31,44,33,46,58,45,35,26,34,28,43,34,32,39,25,33,65,25
Muestra__1068,40,43,33,26,30,46,38,49,35,34,26,32,31,47,44,NA,28,48,22,35,42,24,46,19,37,31,42,34,54,32
Muestra__1069,31,48,34,32,30,43,29,40,29,42,36,31,NA,31,35,27,NA,36,33,45,34,35,40,52,34,52,53,37,26,28
Muestra__1070,22,29,29,45,44,35,48,40,45,31,27,29,27,28,34,60,28,40,36,26,44,27,24,31,28,50,31,24,32,52
Muestra__1071,24,48,33,48,22,35,35,25,35,58,22,34,25,35,54,32,29,40,32,38,NA,46,44,31,27,36,35,23,28,31
Muestra__1072,31,47,28,27,35,32,44,65,49,43,31,40,32,29,32,36,27,25,33,27,26,58,45,23,35,40,33,38,38,22
Muestra__1073,33,42,34,44,31,35,33,45,31,31,33,34,58,37,50,29,35,35,31,33,30,24,25,26,27,36,30,22,47,34
Muestra__1074,37,39,45,32,55,36,40,58,30,22,35,35,33,24,46,26,33,35,46,34,35,34,44,29,33,22,31,43,52,29
Muestra__1075,44,42,47,36,29,34,24,53,24,46,32,25,26,35,31,48,28,50,43,40,32,23,32,22,44,34,39,35,49,65
Muestra__1076,32,40,31,48,42,63,37,34,24,28,60,26,40,24,36,NA,33,50,19,40,34,49,35,35,42,45,22,55,31,34
Muestra__1077,32,34,39,40,34,30,32,46,23,26,36,32,35,28,46,26,50,22,32,38,45,45,38,37,48,32,35,31,35,34
Muestra__1078,38,40,29,24,37,45,33,46,22,33,25,40,32,24,40,54,27,48,27,31,46,36,34,47,33,43,28,30,24,24
Muestra__1079,34,33,31,39,40,22,33,NA,58,38,24,32,34,60,37,65,36,46,30,44,42,33,32,35,63,52,25,55,35,31
Muestra__1080,37,32,33,29,28,30,34,30,26,27,24,46,40,49,50,35,27,27,27,40,31,22,34,44,40,35,36,40,33,42
Muestra__1081,25,40,32,31,26,28,25,27,40,34,34,26,35,32,43,33,32,46,37,42,65,39,46,46,46,24,55,24,35,31
Muestra__1082,52,34,24,28,44,43,32,29,40,25,NA,48,31,28,40,31,25,26,36,26,25,31,60,25,24,30,46,47,32,42
Muestra__1083,55,46,28,29,32,35,32,40,22,46,19,46,43,38,45,40,25,55,27,30,48,25,31,32,44,65,43,23,28,37
Muestra__1084,27,40,43,65,55,47,40,40,35,40,34,35,22,34,33,39,28,34,65,26,46,35,26,31,35,29,25,26,32,38
Muestra__1085,34,31,40,50,45,32,29,40,58,63,28,32,25,33,43,33,29,27,33,44,40,55,28,45,35,52,42,42,55,40
Muestra__1086,32,40,42,33,58,32,29,26,31,44,44,46,46,40,25,32,28,34,40,42,34,37,35,37,32,35,26,52,28,31
Muestra__1087,22,34,50,37,34,26,45,19,31,60,35,31,30,34,46,50,39,26,40,44,49,38,40,39,32,46,65,33,29,45
Muestra__1088,65,NA,37,27,35,25,30,52,54,46,24,43,46,32,34,32,31,28,52,25,58,26,37,37,43,27,45,31,34,33
Muestra__1089,27,49,34,37,35,26,42,34,42,22,40,38,26,27,36,42,32,48,31,30,65,35,31,31,52,28,44,40,36,26
Muestra__1090,39,35,28,52,29,31,63,35,29,27,37,32,45,45,38,36,46,55,29,25,27,22,34,34,32,49,47,31,31,48
Muestra__1091,45,27,34,29,27,35,29,60,23,47,35,32,43,52,24,39,31,36,31,27,48,35,40,25,45,46,40,44,28,25
Muestra__1092,35,54,29,28,27,50,52,44,28,26,29,40,22,38,30,46,33,35,32,37,29,35,42,31,31,32,NA,24,31,46
Muestra__1093,19,45,39,24,31,42,40,35,35,46,45,27,22,65,26,33,32,52,38,35,32,33,31,42,48,58,32,29,58,23
Muestra__1094,42,22,24,58,35,45,40,27,38,40,22,34,35,34,26,55,34,46,27,32,27,52,45,23,27,40,31,24,28,35
Muestra__1095,33,31,42,55,36,22,44,44,33,25,43,35,45,19,26,29,58,37,46,22,33,53,38,65,26,28,39,33,34,39
Muestra__1096,60,31,40,30,35,27,36,NA,40,48,33,34,36,33,46,25,26,55,40,55,33,27,50,35,31,33,32,34,35,55
Muestra__1097,30,46,34,50,32,36,45,24,35,30,35,49,55,40,40,52,55,37,38,25,65,22,48,33,33,43,19,31,65,33
Muestra__1098,27,35,24,28,46,54,47,24,31,45,65,31,22,46,40,28,36,50,42,27,30,42,35,40,26,33,49,55,31,33
Muestra__1099,24,42,43,49,33,45,40,28,35,27,48,65,33,27,45,46,46,25,33,29,38,32,43,32,22,34,35,34,26,54
Muestra__1100,26,46,24,43,55,27,58,35,45,29,40,29,63,33,33,22,31,35,50,34,40,26,35,25,27,30,52,31,46,24
Muestra__1101,52,32,30,35,26,33,43,65,40,40,22,34,58,27,26,42,34,40,19,33,28,34,44,46,25,27,32,33,24,28
Muestra__1102,55,40,38,40,58,31,37,50,36,38,25,31,30,31,37,35,34,26,46,32,26,33,55,36,27,24,30,27,53,39
Muestra__1103,26,27,27,31,34,26,43,34,39,55,37,31,37,34,23,22,65,24,29,33,40,32,36,48,25,30,29,25,24,34
Muestra__1104,32,22,36,38,28,44,31,55,40,25,42,58,58,46,44,32,35,30,35,45,43,32,23,27,29,26,31,27,28,34
Muestra__1105,39,32,58,32,40,42,43,34,33,31,27,35,63,34,44,46,45,31,47,45,55,26,29,24,32,34,40,34,44,35
Muestra__1106,29,44,33,50,40,26,48,34,36,55,46,37,27,46,35,43,27,34,49,37,23,24,34,26,25,19,35,30,31,40
Muestra__1107,23,33,25,26,38,31,32,25,31,35,29,29,34,58,34,49,55,22,31,60,24,63,35,34,46,40,25,33,65,37
Muestra__1108,43,52,54,28,32,31,36,36,35,55,34,48,24,45,32,27,45,52,40,34,27,37,26,65,35,27,37,35,25,49
Muestra__1109,26,52,38,42,40,37,34,40,42,36,32,22,35,46,27,24,55,35,31,36,40,49,35,44,25,34,24,33,22,23
Muestra__1110,40,22,31,26,32,35,27,65,NA,55,55,46,30,58,34,45,22,33,48,38,29,31,31,26,45,32,35,52,40,22
Muestra__1111,35,40,48,28,33,39,31,35,42,27,22,60,26,37,NA,46,24,34,31,31,44,37,34,34,32,39,46,27,55,35
Muestra__1112,44,40,36,22,52,63,26,32,26,22,55,24,45,55,36,39,22,39,34,40,29,60,27,24,49,45,31,44,28,32
Muestra__1113,42,32,37,30,39,36,33,25,40,34,65,38,NA,44,30,33,29,40,54,35,36,50,58,34,25,26,27,50,22,31
Muestra__1114,22,29,33,35,31,33,28,26,44,32,52,31,32,NA,35,50,36,58,58,25,40,31,42,31,46,34,52,29,35,40
Muestra__1115,65,29,25,35,38,28,30,34,42,31,27,40,22,40,47,36,24,33,32,33,39,37,NA,60,35,33,32,31,58,34
Muestra__1116,25,31,55,27,35,53,26,45,44,19,22,24,46,27,36,31,42,33,58,32,55,NA,40,31,24,22,36,55,35,26
Muestra__1117,55,32,65,42,40,49,22,39,46,38,26,26,31,36,37,25,24,33,40,34,23,NA,53,24,52,33,24,58,22,29
Muestra__1118,29,25,63,46,38,22,26,NA,36,36,25,31,31,33,33,48,22,30,24,24,35,34,40,65,28,44,33,46,25,35
Muestra__1119,26,52,22,29,45,38,25,36,25,42,40,27,42,55,35,31,NA,31,44,27,38,22,34,49,39,19,34,35,34,52
Muestra__1120,39,31,43,45,23,38,33,43,25,58,33,33,48,55,33,33,32,46,34,NA,35,27,40,42,24,37,35,34,40,36
Muestra__1121,31,35,27,40,22,35,60,37,23,31,28,29,25,40,40,26,46,52,50,55,40,32,32,63,42,48,28,45,27,37
Muestra__1122,27,28,35,36,27,37,29,46,25,63,23,31,32,33,31,32,25,30,34,40,53,35,46,34,29,37,27,26,19,50
Muestra__1123,43,46,38,31,55,28,39,27,29,28,35,31,36,25,40,31,37,31,32,33,26,29,31,24,28,34,44,27,50,25
Muestra__1124,26,40,54,31,31,33,30,40,34,34,29,40,45,23,35,29,NA,35,24,34,38,33,32,58,25,35,45,26,49,27
Muestra__1125,30,33,42,43,40,42,34,40,32,46,30,34,28,33,22,27,26,27,55,31,24,55,31,65,32,40,35,27,35,52
Muestra__1126,45,60,26,25,48,27,48,22,40,24,34,44,31,52,28,26,38,40,31,35,30,46,34,34,31,29,37,65,24,35
Muestra__1127,31,33,43,35,26,30,30,40,58,22,38,24,58,29,44,46,19,33,23,34,42,31,36,36,35,24,36,45,35,24
Muestra__1128,27,29,31,52,44,30,50,26,32,40,40,46,43,24,65,26,45,33,40,36,35,34,43,31,63,25,28,24,46,24
Muestra__1129,63,36,43,NA,27,35,38,49,24,27,50,19,37,33,36,26,28,40,58,32,29,52,34,45,25,40,46,44,55,35
Muestra__1130,33,26,40,30,32,34,44,45,60,25,33,24,30,48,40,35,34,33,46,65,34,40,29,58,58,50,34,45,31,26
Muestra__1131,29,44,24,23,48,22,47,30,53,44,29,40,35,45,34,46,31,31,55,24,40,24,31,33,55,58,19,35,48,25
Muestra__1132,58,25,34,31,36,31,35,65,28,50,30,24,27,48,26,47,48,38,27,NA,22,40,45,55,37,40,32,34,32,40
Muestra__1133,46,27,40,35,36,40,22,34,43,32,40,32,33,25,32,30,27,25,29,65,35,34,31,50,40,38,29,NA,63,22
Muestra__1134,19,46,44,54,34,27,50,34,29,50,33,29,38,32,46,31,28,24,NA,22,55,28,34,33,24,55,37,22,43,35
Muestra__1135,30,43,25,45,31,32,27,24,24,55,37,46,40,24,46,50,40,28,25,52,34,33,40,27,35,28,35,29,26,37
Muestra__1136,26,26,65,38,46,29,43,33,34,31,43,39,28,32,24,24,55,58,31,45,40,33,19,27,22,35,31,36,34,35
Muestra__1137,40,33,35,26,26,28,24,33,NA,22,27,25,44,35,37,42,34,52,60,26,35,38,30,28,30,32,35,24,38,22
Muestra__1138,55,27,49,31,42,40,25,36,38,34,60,50,34,35,45,46,32,32,26,40,52,38,28,29,37,36,27,53,19,31
Muestra__1139,36,50,37,40,31,24,65,33,55,32,42,52,49,28,26,36,40,22,27,40,46,NA,42,29,27,30,32,32,36,58
Muestra__1140,42,50,39,35,31,29,46,40,24,25,35,39,24,33,38,26,46,27,47,NA,37,23,35,25,32,40,44,28,35,36
Muestra__1141,58,44,39,34,NA,32,27,31,29,50,31,26,22,35,35,32,27,28,27,31,52,55,54,24,33,31,58,63,23,26
Muestra__1142,48,46,29,25,63,26,22,26,46,27,24,31,34,22,31,31,37,33,55,34,35,42,40,43,28,33,23,31,42,32
Muestra__1143,25,37,31,48,31,27,26,65,40,22,58,40,63,33,30,49,36,32,32,52,33,19,28,37,26,28,42,43,39,31
Muestra__1144,34,28,44,25,40,42,30,40,31,36,37,31,34,27,55,28,39,NA,34,46,19,52,45,34,48,35,26,24,40,45
Muestra__1145,31,55,24,55,24,32,36,28,33,37,35,35,35,40,19,34,65,34,49,38,38,22,33,46,22,33,27,25,36,27
Muestra__1146,52,40,27,NA,31,34,31,37,24,35,58,40,25,32,24,36,35,46,33,24,39,31,35,43,58,27,46,32,33,34
Muestra__1147,37,29,38,27,50,34,45,22,65,30,40,33,25,40,44,31,27,55,35,60,42,28,27,44,46,24,30,33,28,55
Muestra__1148,33,60,27,65,32,55,29,45,34,25,26,53,48,40,31,27,32,36,22,33,58,43,37,26,35,42,31,65,30,36
Muestra__1149,54,25,36,32,43,26,58,60,47,35,33,44,26,34,23,53,25,52,35,39,24,36,35,44,40,28,42,40,30,40
Muestra__1150,24,32,31,44,34,40,42,40,40,27,46,35,40,46,55,NA,50,52,34,39,29,31,39,26,36,NA,22,33,27,35
Muestra__1151,26,37,25,32,60,28,34,28,34,48,35,55,44,44,29,40,48,54,29,22,35,35,30,24,33,32,58,40,28,38
Muestra__1152,34,26,34,37,48,32,53,22,36,27,63,22,45,30,34,46,31,44,31,38,48,24,38,29,34,60,35,45,25,33
Muestra__1153,31,43,48,34,19,35,22,31,22,27,29,36,22,37,31,55,39,32,34,50,32,37,46,27,52,42,45,35,28,31
Muestra__1154,25,35,46,58,60,27,47,38,46,34,46,42,32,33,52,31,39,35,42,24,32,24,40,NA,33,35,33,50,29,44
Muestra__1155,38,42,45,44,38,35,33,36,29,27,46,27,34,35,39,40,43,36,65,35,32,46,40,35,33,31,28,25,35,52
Muestra__1156,44,29,35,31,40,35,34,24,31,40,29,40,35,49,42,23,37,27,33,37,45,31,NA,26,45,26,28,33,54,25
Muestra__1157,27,44,34,35,27,28,55,NA,34,33,33,34,43,44,49,34,31,52,29,43,48,37,30,27,50,28,28,42,24,31
Muestra__1158,37,30,40,31,32,31,54,31,48,36,35,34,27,52,46,37,53,NA,44,46,33,55,33,40,39,25,25,55,31,27
Muestra__1159,32,52,36,27,24,53,38,58,29,35,31,55,40,31,24,40,28,38,40,36,42,52,29,24,63,46,55,32,40,36
Muestra__1160,63,24,53,35,45,35,29,38,35,32,46,24,28,31,32,65,34,23,22,26,31,33,27,27,35,24,26,33,35,27
Muestra__1161,34,27,38,34,55,22,46,47,25,40,24,45,37,58,32,63,58,33,30,26,35,50,33,22,55,35,34,50,26,24
Muestra__1162,58,42,35,36,55,22,34,28,28,33,32,30,25,31,27,33,31,55,65,32,26,31,43,47,46,24,46,31,37,31
Muestra__1163,30,33,34,30,55,45,28,27,42,40,44,35,31,40,55,19,55,45,40,25,35,24,40,25,36,45,50,37,53,46
Muestra__1164,26,33,29,36,35,31,39,27,31,34,31,40,37,32,46,22,35,46,40,44,25,45,63,22,25,52,34,27,35,39
Muestra__1165,30,36,60,33,NA,43,46,34,24,40,35,63,33,31,35,25,22,30,40,50,29,27,33,34,50,31,46,42,40,35
Muestra__1166,32,25,35,25,25,31,28,50,46,40,44,24,36,35,33,40,40,42,54,29,36,53,28,28,26,24,33,37,46,44
Muestra__1167,34,35,31,24,35,37,NA,44,38,52,26,31,32,34,33,31,65,43,31,22,46,25,24,38,27,32,31,39,34,31
Muestra__1168,30,35,42,31,22,32,35,26,50,40,35,36,26,26,58,34,34,31,54,19,40,27,27,46,31,55,33,31,26,33
Muestra__1169,36,30,50,46,33,25,19,46,36,22,65,55,28,40,48,33,27,26,55,31,32,30,31,34,33,36,43,42,27,50
Muestra__1170,40,34,45,58,34,34,33,26,29,44,24,46,35,52,45,35,NA,50,65,NA,33,50,39,58,25,36,25,24,40,37
Muestra__1171,24,34,40,45,31,54,32,55,43,24,22,42,26,46,NA,32,46,36,42,22,35,31,33,31,34,38,33,33,25,35
Muestra__1172,40,40,55,50,52,27,NA,NA,35,24,27,42,40,31,32,26,31,48,33,65,24,28,44,46,31,27,29,29,34,54
Muestra__1173,40,33,26,29,46,60,31,45,35,29,35,49,24,35,32,31,26,44,65,42,28,32,35,34,36,40,25,30,22,35
Muestra__1174,50,46,33,27,24,31,27,37,35,25,29,35,NA,44,26,35,31,34,31,36,32,31,22,19,46,60,34,39,58,35
Muestra__1175,34,31,28,37,50,30,19,36,35,46,34,53,32,32,58,35,46,26,22,35,39,23,40,35,45,44,32,25,25,25
Muestra__1176,65,40,27,65,28,33,55,58,35,25,31,26,24,60,32,31,19,25,55,39,29,38,28,31,NA,39,31,42,NA,40
Muestra__1177,27,37,54,30,36,26,38,35,65,36,29,46,40,22,58,42,47,22,46,31,26,26,55,36,40,26,53,28,33,34
Muestra__1178,26,36,34,40,28,42,31,27,33,33,25,29,23,22,48,35,34,NA,44,45,49,27,33,32,46,40,36,58,52,24
Muestra__1179,65,46,35,48,35,58,24,37,36,26,31,31,34,25,34,37,52,40,24,22,35,33,55,32,35,31,46,33,28,NA
Muestra__1180,32,40,39,24,30,35,58,27,34,26,29,31,38,31,58,52,55,19,40,36,35,22,28,27,33,49,65,36,33,34
Muestra__1181,45,40,31,26,38,24,40,25,46,31,50,32,36,35,42,31,35,33,31,31,27,58,27,33,46,35,31,65,46,40
Muestra__1182,31,35,45,29,32,37,25,28,44,40,30,33,37,28,35,40,55,46,34,27,46,33,38,35,36,35,31,31,30,65
Muestra__1183,27,35,44,34,42,40,60,22,34,26,34,45,26,33,35,40,49,24,46,55,22,31,35,33,28,53,48,63,24,24
Muestra__1184,26,36,28,32,48,31,60,55,35,31,42,42,23,35,45,35,52,48,22,NA,33,28,24,63,33,30,31,30,29,34
Muestra__1185,33,36,30,45,33,31,34,34,27,34,29,33,25,35,26,50,46,58,26,33,54,24,45,33,45,34,39,31,46,42
Muestra__1186,25,31,39,32,40,26,33,31,55,48,65,28,30,46,37,42,24,45,38,60,65,63,40,29,33,31,40,NA,27,31
Muestra__1187,34,35,40,49,35,46,29,38,33,26,23,32,42,33,65,24,27,47,46,28,43,33,25,53,25,33,35,31,22,26
Muestra__1188,40,33,22,35,26,37,35,40,38,33,31,30,52,35,37,29,31,36,49,35,35,30,35,31,19,23,60,22,52,26
Muestra__1189,31,32,NA,55,27,39,40,42,28,29,29,22,33,26,49,30,30,44,25,52,58,26,NA,22,43,48,38,43,55,26
Muestra__1190,31,34,46,44,48,37,25,58,35,33,40,35,34,22,33,34,33,34,24,40,32,44,27,36,44,37,38,40,43,65
Muestra__1191,26,31,28,32,31,29,40,24,50,25,27,29,32,33,39,58,46,22,44,28,48,25,27,30,34,42,27,34,26,28
Muestra__1192,35,22,22,37,47,22,53,34,26,26,63,60,46,44,40,44,29,31,25,40,31,35,34,30,52,22,32,32,27,33
Muestra__1193,32,31,44,40,27,45,26,NA,31,58,35,28,25,24,40,36,33,26,38,25,29,22,40,31,37,58,34,37,32,24
Muestra__1194,28,27,31,27,45,38,31,27,58,35,38,31,33,33,49,34,55,35,65,47,37,35,52,25,30,26,29,40,25,31
Muestra__1195,34,NA,26,46,29,47,58,32,25,45,24,40,46,22,65,36,30,37,31,37,31,35,33,27,50,26,48,39,34,25
Muestra__1196,54,55,34,32,27,39,46,32,58,42,31,34,37,28,45,34,31,40,40,22,31,42,34,35,31,45,36,52,33,22
Muestra__1197,39,36,31,28,35,36,37,58,27,27,22,27,22,34,32,32,28,27,22,52,26,34,60,23,48,53,45,47,43,25
Muestra__1198,31,45,33,35,28,55,48,25,26,35,24,35,40,30,28,31,31,28,33,33,44,31,45,35,32,53,40,NA,60,36
Muestra__1199,46,28,19,29,36,26,45,34,24,58,44,40,33,40,25,40,40,36,24,28,42,27,42,31,65,33,49,33,45,63
Muestra__1200,54,31,30,28,26,32,38,35,39,31,32,29,38,35,58,34,27,27,48,NA,29,33,31,37,26,44,43,46,44,27
